sensor_data_id,crane_id,component_id,timestamp,temperature,vibration,load,motor_current,hydraulic_pressure,runtime_hours,ambient_temperature,temp_rolling_avg,vib_rolling_avg,health_label,RUL
SD-00389,CR-002,CMP-002,2026-09-14 17:18,60.83,0.334,17.4,27.9,138.9,1680.4,27.3,60.83,0.334,Normal,372
SD-00390,CR-002,CMP-002,2026-09-14 20:54,61.07,0.323,19.0,28.1,145.0,1684.0,26.7,61.07,0.323,Normal,366
SD-00391,CR-002,CMP-002,2026-09-15 00:30,60.84,0.317,19.0,27.2,136.4,1687.6,30.2,60.84,0.317,Normal,360
SD-00392,CR-002,CMP-002,2026-09-15 04:06,59.43,0.265,19.4,27.4,149.2,1691.2,29.2,59.43,0.265,Normal,354
SD-00393,CR-002,CMP-002,2026-09-15 07:42,60.82,0.245,20.4,28.4,143.5,1694.8,28.3,60.82,0.245,Normal,348
SD-00394,CR-002,CMP-002,2026-09-15 11:18,57.87,0.316,15.9,26.0,138.9,1698.4,30.2,57.87,0.316,Normal,342
SD-00395,CR-002,CMP-002,2026-09-15 14:54,59.24,0.361,16.9,25.4,140.5,1702.0,30.5,59.24,0.361,Normal,336
SD-00396,CR-002,CMP-002,2026-09-15 18:30,59.81,0.278,18.3,28.8,149.5,1705.6,30.9,59.81,0.278,Normal,330
SD-00397,CR-002,CMP-002,2026-09-15 22:06,59.57,0.247,17.2,28.4,141.1,1709.2,26.1,59.57,0.247,Normal,324
SD-00398,CR-002,CMP-002,2026-09-16 01:42,60.41,0.298,18.1,26.9,144.1,1712.8,26.2,60.41,0.298,Normal,318
SD-00399,CR-002,CMP-002,2026-09-16 05:18,61.07,0.341,14.3,26.6,139.0,1716.4,26.7,61.07,0.341,Normal,312
SD-00400,CR-002,CMP-002,2026-09-16 08:54,59.9,0.242,16.2,26.5,145.8,1720.0,28.1,59.9,0.242,Normal,306
SD-00401,CR-003,CMP-001,2026-08-17 12:30,76.56,1.114,26.6,47.2,185.0,1003.6,30.7,76.56,1.114,Warning,800
SD-00402,CR-003,CMP-001,2026-08-17 16:06,75.48,1.171,30.0,44.6,179.9,1007.2,31.1,75.48,1.171,Warning,796
SD-00403,CR-003,CMP-001,2026-08-17 19:42,75.91,1.037,30.5,48.8,178.3,1010.8,28.7,75.91,1.037,Warning,793
SD-00404,CR-003,CMP-001,2026-08-17 23:18,79.02,1.009,30.6,51.5,173.6,1014.4,27.9,79.02,1.009,Warning,789
SD-00405,CR-003,CMP-001,2026-08-18 02:54,75.26,1.161,29.4,47.8,181.7,1018.0,27.3,75.26,1.161,Warning,786
SD-00406,CR-003,CMP-001,2026-08-18 06:30,79.53,1.043,27.9,47.5,176.4,1021.6,27.3,79.53,1.043,Warning,782
SD-00407,CR-003,CMP-001,2026-08-18 10:06,78.22,1.196,26.9,43.2,185.5,1025.2,30.8,78.22,1.196,Warning,779
SD-00408,CR-003,CMP-001,2026-08-18 13:42,75.98,1.19,26.7,48.8,176.8,1028.8,27.5,75.98,1.19,Warning,775
SD-00409,CR-003,CMP-001,2026-08-18 17:18,77.07,1.085,25.7,45.5,174.6,1032.4,26.6,77.07,1.085,Warning,772
SD-00410,CR-003,CMP-001,2026-08-18 20:54,80.08,1.264,26.5,48.7,178.0,1036.0,28.9,80.08,1.264,Warning,768
SD-00411,CR-003,CMP-001,2026-08-19 00:30,78.95,1.209,29.2,44.3,180.2,1039.6,29.8,78.95,1.209,Warning,765
SD-00412,CR-003,CMP-001,2026-08-19 04:06,77.35,1.158,29.7,47.4,181.4,1043.2,32.7,77.35,1.158,Warning,761
SD-00413,CR-003,CMP-001,2026-08-19 07:42,77.39,1.05,28.8,50.2,173.6,1046.8,30.9,77.39,1.05,Warning,758
SD-00414,CR-003,CMP-001,2026-08-19 11:18,76.36,1.22,26.5,53.2,187.0,1050.4,26.5,76.36,1.22,Warning,754
SD-00415,CR-003,CMP-001,2026-08-19 14:54,78.02,1.239,27.0,47.9,175.2,1054.0,24.2,78.02,1.239,Warning,751
SD-00416,CR-003,CMP-001,2026-08-19 18:30,79.17,1.12,26.8,52.3,167.5,1057.6,29.6,79.17,1.12,Warning,747
SD-00417,CR-003,CMP-001,2026-08-19 22:06,78.72,1.158,30.0,49.0,178.4,1061.2,29.9,78.72,1.158,Warning,744
SD-00418,CR-003,CMP-001,2026-08-20 01:42,78.7,1.136,25.3,45.5,192.7,1064.8,30.5,78.7,1.136,Warning,740
SD-00419,CR-003,CMP-001,2026-08-20 05:18,76.74,1.084,29.2,49.6,178.3,1068.4,27.5,76.74,1.084,Warning,737
SD-00420,CR-003,CMP-001,2026-08-20 08:54,79.27,1.221,28.2,41.3,173.6,1072.0,26.3,79.27,1.221,Warning,733
SD-00421,CR-003,CMP-001,2026-08-20 12:30,79.95,1.439,28.9,47.1,180.5,1075.6,29.0,79.95,1.439,Warning,730
SD-00422,CR-003,CMP-001,2026-08-20 16:06,80.52,1.254,33.1,44.6,177.8,1079.2,26.1,80.52,1.254,Warning,726
SD-00423,CR-003,CMP-001,2026-08-20 19:42,80.87,1.137,27.0,47.1,180.9,1082.8,29.8,80.87,1.137,Warning,723
SD-00424,CR-003,CMP-001,2026-08-20 23:18,77.35,1.219,26.2,44.2,173.7,1086.4,27.4,77.35,1.219,Warning,719
SD-00425,CR-003,CMP-001,2026-08-21 02:54,84.77,1.255,24.6,46.3,181.1,1090.0,32.2,84.77,1.255,Warning,716
SD-00426,CR-003,CMP-001,2026-08-21 06:30,76.83,1.075,32.7,49.2,169.8,1093.6,29.1,76.83,1.075,Warning,712
SD-00427,CR-003,CMP-001,2026-08-21 10:06,74.81,1.23,28.8,50.8,168.9,1097.2,28.2,74.81,1.23,Warning,709
SD-00428,CR-003,CMP-001,2026-08-21 13:42,78.31,1.255,25.8,46.8,169.0,1100.8,29.3,78.31,1.255,Warning,705
SD-00429,CR-003,CMP-001,2026-08-21 17:18,81.96,1.221,28.1,43.7,173.2,1104.4,27.9,81.96,1.221,Warning,702
SD-00430,CR-003,CMP-001,2026-08-21 20:54,85.56,1.156,31.7,51.0,176.7,1108.0,31.5,85.56,1.156,Warning,698
SD-00431,CR-003,CMP-001,2026-08-22 00:30,81.14,1.281,27.9,51.7,181.6,1111.6,26.7,81.14,1.281,Warning,695
SD-00432,CR-003,CMP-001,2026-08-22 04:06,77.84,1.239,26.0,47.8,182.4,1115.2,27.1,77.84,1.239,Warning,691
SD-00433,CR-003,CMP-001,2026-08-22 07:42,80.47,1.265,30.1,41.3,171.4,1118.8,28.4,80.47,1.265,Warning,688
SD-00434,CR-003,CMP-001,2026-08-22 11:18,83.04,1.226,23.3,49.9,171.2,1122.4,25.6,83.04,1.226,Warning,684
SD-00435,CR-003,CMP-001,2026-08-22 14:54,79.47,1.255,26.5,41.4,180.4,1126.0,30.5,79.47,1.255,Warning,681
SD-00436,CR-003,CMP-001,2026-08-22 18:30,82.1,1.184,27.5,48.0,178.6,1129.6,29.3,82.1,1.184,Warning,677
SD-00437,CR-003,CMP-001,2026-08-22 22:06,79.41,1.287,29.1,52.4,179.2,1133.2,29.6,79.41,1.287,Warning,674
SD-00438,CR-003,CMP-001,2026-08-23 01:42,81.13,1.398,29.0,45.4,183.4,1136.8,29.4,81.13,1.398,Warning,670
SD-00439,CR-003,CMP-001,2026-08-23 05:18,80.15,1.252,28.7,49.4,176.2,1140.4,28.6,80.15,1.252,Warning,667
SD-00440,CR-003,CMP-001,2026-08-23 08:54,84.52,1.381,28.5,50.8,168.8,1144.0,28.8,84.52,1.381,Warning,663
SD-00441,CR-003,CMP-001,2026-08-23 12:30,84.82,1.283,25.9,46.0,168.5,1147.6,26.4,84.82,1.283,Warning,660
SD-00442,CR-003,CMP-001,2026-08-23 16:06,80.54,1.193,28.0,50.7,169.6,1151.2,31.0,80.54,1.193,Warning,656
SD-00443,CR-003,CMP-001,2026-08-23 19:42,82.38,1.392,26.4,50.6,168.4,1154.8,29.8,82.38,1.392,Warning,653
SD-00444,CR-003,CMP-001,2026-08-23 23:18,81.78,1.359,25.1,45.3,178.6,1158.4,26.1,81.78,1.359,Warning,649
SD-00445,CR-003,CMP-001,2026-08-24 02:54,82.45,1.211,30.1,44.3,178.3,1162.0,29.3,82.45,1.211,Warning,646
SD-00446,CR-003,CMP-001,2026-08-24 06:30,80.21,1.372,28.7,46.4,168.9,1165.6,24.1,80.21,1.372,Warning,642
SD-00447,CR-003,CMP-001,2026-08-24 10:06,82.38,1.205,28.2,47.2,179.1,1169.2,27.4,82.38,1.205,Warning,639
SD-00448,CR-003,CMP-001,2026-08-24 13:42,81.1,1.394,28.8,48.9,177.8,1172.8,24.9,81.1,1.394,Warning,635
SD-00449,CR-003,CMP-001,2026-08-24 17:18,83.35,1.389,25.5,47.3,174.8,1176.4,27.7,83.35,1.389,Warning,632
SD-00450,CR-003,CMP-001,2026-08-24 20:54,82.59,1.46,30.7,44.1,178.7,1180.0,30.7,82.59,1.46,Warning,628
SD-00451,CR-003,CMP-001,2026-08-25 00:30,82.77,1.437,33.0,51.1,176.5,1183.6,30.1,82.77,1.437,Warning,625
SD-00452,CR-003,CMP-001,2026-08-25 04:06,82.37,1.357,27.1,52.7,170.1,1187.2,31.1,82.37,1.357,Warning,621
SD-00453,CR-003,CMP-001,2026-08-25 07:42,83.16,1.248,28.9,41.7,178.8,1190.8,29.8,83.16,1.248,Warning,618
SD-00454,CR-003,CMP-001,2026-08-25 11:18,81.06,1.375,32.9,46.5,168.6,1194.4,31.0,81.06,1.375,Warning,614
SD-00455,CR-003,CMP-001,2026-08-25 14:54,86.25,1.37,30.5,52.0,170.5,1198.0,27.0,86.25,1.37,Warning,611
SD-00456,CR-003,CMP-001,2026-08-25 18:30,84.86,1.51,29.4,45.4,186.9,1201.6,26.9,84.86,1.51,Warning,607
SD-00457,CR-003,CMP-001,2026-08-25 22:06,81.81,1.407,31.9,50.6,177.5,1205.2,28.9,81.81,1.407,Warning,604
SD-00458,CR-003,CMP-001,2026-08-26 01:42,82.65,1.43,21.7,47.1,176.4,1208.8,25.7,82.65,1.43,Warning,600
SD-00459,CR-003,CMP-001,2026-08-26 05:18,83.41,1.374,32.4,52.7,172.2,1212.4,27.7,83.41,1.374,Warning,597
SD-00460,CR-003,CMP-001,2026-08-26 08:54,82.57,1.359,28.5,45.7,168.2,1216.0,29.2,82.57,1.359,Warning,593
SD-00461,CR-003,CMP-001,2026-08-26 12:30,84.06,1.336,30.2,46.1,176.5,1219.6,29.6,84.06,1.336,Warning,590
SD-00462,CR-003,CMP-001,2026-08-26 16:06,82.81,1.441,26.7,47.4,173.8,1223.2,26.5,82.81,1.441,Warning,586
SD-00463,CR-003,CMP-001,2026-08-26 19:42,82.61,1.286,26.8,47.1,173.5,1226.8,27.5,82.61,1.286,Warning,583
SD-00464,CR-003,CMP-001,2026-08-26 23:18,82.92,1.453,30.2,46.1,167.8,1230.4,25.9,82.92,1.453,Warning,579
SD-00465,CR-003,CMP-001,2026-08-27 02:54,82.15,1.392,26.1,44.1,172.3,1234.0,28.4,82.15,1.392,Warning,576
SD-00466,CR-003,CMP-001,2026-08-27 06:30,84.39,1.38,27.0,45.2,174.8,1237.6,26.3,84.39,1.38,Warning,572
SD-00467,CR-003,CMP-001,2026-08-27 10:06,84.43,1.287,27.1,48.9,176.1,1241.2,33.4,84.43,1.287,Warning,569
SD-00468,CR-003,CMP-001,2026-08-27 13:42,84.06,1.355,27.8,42.7,174.5,1244.8,26.3,84.06,1.355,Warning,565
SD-00469,CR-003,CMP-001,2026-08-27 17:18,85.27,1.396,27.7,46.1,185.4,1248.4,27.4,85.27,1.396,Warning,562
SD-00470,CR-003,CMP-001,2026-08-27 20:54,87.19,1.51,29.2,49.1,177.4,1252.0,24.1,87.19,1.51,Warning,558
SD-00471,CR-003,CMP-001,2026-08-28 00:30,83.04,1.518,27.9,43.8,174.7,1255.6,31.4,83.04,1.518,Warning,555
SD-00472,CR-003,CMP-001,2026-08-28 04:06,86.17,1.45,30.4,46.9,164.8,1259.2,26.2,86.17,1.45,Warning,551
SD-00473,CR-003,CMP-001,2026-08-28 07:42,86.89,1.438,27.4,47.1,186.4,1262.8,31.3,86.89,1.438,Warning,548
SD-00474,CR-003,CMP-001,2026-08-28 11:18,88.28,1.452,28.7,43.5,183.9,1266.4,25.7,88.28,1.452,Warning,544
SD-00475,CR-003,CMP-001,2026-08-28 14:54,84.35,1.382,26.5,45.5,171.4,1270.0,26.9,84.35,1.382,Warning,541
SD-00476,CR-003,CMP-001,2026-08-28 18:30,82.9,1.542,25.2,48.7,182.3,1273.6,27.0,82.9,1.542,Warning,537
SD-00477,CR-003,CMP-001,2026-08-28 22:06,82.64,1.462,30.9,48.6,171.8,1277.2,29.0,82.64,1.462,Warning,534
SD-00478,CR-003,CMP-001,2026-08-29 01:42,81.96,1.54,29.0,47.1,170.0,1280.8,26.2,81.96,1.54,Warning,530
SD-00479,CR-003,CMP-001,2026-08-29 05:18,85.31,1.588,26.4,49.4,162.5,1284.4,26.8,85.31,1.588,Warning,527
SD-00480,CR-003,CMP-001,2026-08-29 08:54,84.26,1.422,25.7,46.0,176.8,1288.0,27.6,84.26,1.422,Warning,523
SD-00481,CR-003,CMP-001,2026-08-29 12:30,79.92,1.33,26.5,49.4,158.5,1291.6,27.0,79.92,1.33,Warning,520
SD-00482,CR-003,CMP-001,2026-08-29 16:06,83.43,1.616,27.0,49.1,175.8,1295.2,23.7,83.43,1.616,Warning,516
SD-00483,CR-003,CMP-001,2026-08-29 19:42,86.1,1.527,29.3,59.8,162.5,1298.8,31.4,86.1,1.527,Warning,513
SD-00484,CR-003,CMP-001,2026-08-29 23:18,84.07,1.538,27.9,46.7,171.6,1302.4,28.7,84.07,1.538,Warning,509
SD-00485,CR-003,CMP-001,2026-08-30 02:54,81.69,1.58,27.0,44.6,172.3,1306.0,30.5,81.69,1.58,Warning,506
SD-00486,CR-003,CMP-001,2026-08-30 06:30,83.73,1.554,26.2,50.3,179.1,1309.6,31.7,83.73,1.554,Warning,502
SD-00487,CR-003,CMP-001,2026-08-30 10:06,84.53,1.583,28.2,51.9,170.7,1313.2,29.5,84.53,1.583,Warning,499
SD-00488,CR-003,CMP-001,2026-08-30 13:42,84.57,1.53,28.2,48.8,174.3,1316.8,28.4,84.57,1.53,Warning,495
SD-00489,CR-003,CMP-001,2026-08-30 17:18,88.2,1.619,30.2,46.6,169.7,1320.4,29.9,88.2,1.619,Warning,492
SD-00490,CR-003,CMP-001,2026-08-30 20:54,86.87,1.663,26.5,47.3,165.2,1324.0,27.2,86.87,1.663,Warning,488
SD-00491,CR-003,CMP-001,2026-08-31 00:30,87.19,1.513,29.6,47.4,176.9,1327.6,25.7,87.19,1.513,Warning,485
SD-00492,CR-003,CMP-001,2026-08-31 04:06,85.45,1.316,27.5,43.1,182.2,1331.2,29.6,85.45,1.316,Warning,481
SD-00493,CR-003,CMP-001,2026-08-31 07:42,86.29,1.682,25.6,53.2,180.6,1334.8,27.5,86.29,1.682,Warning,478
SD-00494,CR-003,CMP-001,2026-08-31 11:18,87.71,1.476,25.9,46.2,171.8,1338.4,25.9,87.71,1.476,Warning,474
SD-00495,CR-003,CMP-001,2026-08-31 14:54,87.97,1.549,28.9,46.3,164.1,1342.0,28.5,87.97,1.549,Warning,471
SD-00496,CR-003,CMP-001,2026-08-31 18:30,81.78,1.57,24.6,54.0,180.5,1345.6,28.2,81.78,1.57,Warning,467
SD-00497,CR-003,CMP-001,2026-08-31 22:06,88.21,1.512,29.4,48.6,176.6,1349.2,30.5,88.21,1.512,Warning,464
SD-00498,CR-003,CMP-001,2026-09-01 01:42,87.22,1.608,23.9,45.1,174.3,1352.8,28.2,87.22,1.608,Warning,460
SD-00499,CR-003,CMP-001,2026-09-01 05:18,83.58,1.783,31.8,49.8,175.4,1356.4,27.6,83.58,1.783,Warning,457
SD-00500,CR-003,CMP-001,2026-09-01 08:54,84.02,1.601,28.6,44.3,177.0,1360.0,27.7,84.02,1.601,Warning,453
SD-00501,CR-003,CMP-001,2026-09-01 12:30,82.18,1.531,27.0,53.7,178.3,1363.6,25.3,82.18,1.531,Warning,450
SD-00502,CR-003,CMP-001,2026-09-01 16:06,87.05,1.481,30.7,46.6,174.4,1367.2,30.7,87.05,1.481,Warning,446
SD-00503,CR-003,CMP-001,2026-09-01 19:42,83.59,1.498,26.5,51.1,165.9,1370.8,22.3,83.59,1.498,Warning,443
SD-00504,CR-003,CMP-001,2026-09-01 23:18,85.34,1.659,31.0,46.6,172.5,1374.4,30.3,85.34,1.659,Warning,439
SD-00505,CR-003,CMP-001,2026-09-02 02:54,82.58,1.589,28.5,49.3,171.9,1378.0,28.1,82.58,1.589,Warning,436
SD-00506,CR-003,CMP-001,2026-09-02 06:30,81.42,1.572,29.1,45.1,175.4,1381.6,28.9,81.42,1.572,Warning,432
SD-00507,CR-003,CMP-001,2026-09-02 10:06,85.79,1.644,25.6,47.4,178.7,1385.2,28.3,85.79,1.644,Warning,429
SD-00508,CR-003,CMP-001,2026-09-02 13:42,85.39,1.653,29.8,41.9,182.0,1388.8,27.3,85.39,1.653,Warning,425
SD-00509,CR-003,CMP-001,2026-09-02 17:18,87.49,1.736,24.6,45.9,173.3,1392.4,26.4,87.49,1.736,Warning,422
SD-00510,CR-003,CMP-001,2026-09-02 20:54,90.19,1.576,26.6,48.6,167.8,1396.0,27.2,90.19,1.576,Warning,418
SD-00511,CR-003,CMP-001,2026-09-03 00:30,87.43,1.623,27.8,46.4,165.9,1399.6,28.6,87.43,1.623,Warning,415
SD-00512,CR-003,CMP-001,2026-09-03 04:06,90.39,1.656,28.6,50.1,167.4,1403.2,31.4,90.39,1.656,Warning,411
SD-00513,CR-003,CMP-001,2026-09-03 07:42,87.36,1.791,26.2,53.5,179.7,1406.8,29.1,87.36,1.791,Warning,408
SD-00514,CR-003,CMP-001,2026-09-03 11:18,87.51,1.645,31.0,48.4,163.2,1410.4,25.8,87.51,1.645,Warning,404
SD-00515,CR-003,CMP-001,2026-09-03 14:54,86.75,1.695,27.9,51.7,163.3,1414.0,28.3,86.75,1.695,Warning,401
SD-00516,CR-003,CMP-001,2026-09-03 18:30,83.56,1.736,27.8,49.3,169.8,1417.6,30.6,83.56,1.736,Warning,397
SD-00517,CR-003,CMP-001,2026-09-03 22:06,89.36,1.727,27.7,49.7,170.8,1421.2,29.7,89.36,1.727,Warning,394
SD-00518,CR-003,CMP-001,2026-09-04 01:42,90.66,1.771,26.2,49.1,167.2,1424.8,29.1,90.66,1.771,Warning,390
SD-00519,CR-003,CMP-001,2026-09-04 05:18,88.34,1.54,25.1,47.2,173.2,1428.4,25.6,88.34,1.54,Warning,387
SD-00520,CR-003,CMP-001,2026-09-04 08:54,88.3,1.715,27.5,45.7,181.3,1432.0,31.3,88.3,1.715,Warning,383
SD-00521,CR-003,CMP-001,2026-09-04 12:30,86.63,1.651,29.2,46.9,174.2,1435.6,29.5,86.63,1.651,Warning,380
SD-00522,CR-003,CMP-001,2026-09-04 16:06,83.86,1.81,28.2,46.8,174.5,1439.2,27.9,83.86,1.81,Warning,376
SD-00523,CR-003,CMP-001,2026-09-04 19:42,84.3,1.83,28.1,49.3,180.7,1442.8,26.0,84.3,1.83,Warning,373
SD-00524,CR-003,CMP-001,2026-09-04 23:18,88.79,1.694,30.1,41.6,174.4,1446.4,26.8,88.79,1.694,Warning,369
SD-00525,CR-003,CMP-001,2026-09-05 02:54,88.78,1.758,26.2,45.9,174.3,1450.0,26.2,88.78,1.758,Warning,366
SD-00526,CR-003,CMP-001,2026-09-05 06:30,89.68,1.695,20.7,46.9,168.8,1453.6,24.7,89.68,1.695,Warning,362
SD-00527,CR-003,CMP-001,2026-09-05 10:06,85.61,1.739,31.3,48.9,171.4,1457.2,28.9,85.61,1.739,Warning,359
SD-00528,CR-003,CMP-001,2026-09-05 13:42,87.24,1.679,25.1,42.7,172.7,1460.8,28.3,87.24,1.679,Warning,355
SD-00529,CR-003,CMP-001,2026-09-05 17:18,88.05,1.707,25.6,49.8,167.1,1464.4,29.6,88.05,1.707,Warning,352
SD-00530,CR-003,CMP-001,2026-09-05 20:54,86.32,1.685,24.3,46.5,180.9,1468.0,29.0,86.32,1.685,Warning,348
SD-00531,CR-003,CMP-001,2026-09-06 00:30,90.36,1.792,25.2,47.0,170.3,1471.6,30.7,90.36,1.792,Warning,345
SD-00532,CR-003,CMP-001,2026-09-06 04:06,86.09,1.826,30.2,53.5,172.5,1475.2,29.4,86.09,1.826,Warning,341
SD-00533,CR-003,CMP-001,2026-09-06 07:42,93.12,1.711,24.2,42.4,179.3,1478.8,24.2,93.12,1.711,Warning,338
SD-00534,CR-003,CMP-001,2026-09-06 11:18,87.9,1.8,28.5,49.3,176.3,1482.4,30.6,87.9,1.8,Warning,334
SD-00535,CR-003,CMP-001,2026-09-06 14:54,86.82,1.716,26.1,50.5,180.4,1486.0,28.9,86.82,1.716,Warning,331
SD-00536,CR-003,CMP-001,2026-09-06 18:30,91.17,1.681,32.2,52.6,179.4,1489.6,31.6,91.17,1.681,Warning,327
SD-00537,CR-003,CMP-001,2026-09-06 22:06,85.57,1.738,26.2,50.2,168.7,1493.2,29.5,85.57,1.738,Warning,324
SD-00538,CR-003,CMP-001,2026-09-07 01:42,91.7,1.841,28.7,45.0,169.9,1496.8,30.5,91.7,1.841,Warning,320
SD-00539,CR-003,CMP-001,2026-09-07 05:18,90.6,1.787,27.0,41.9,168.6,1500.4,31.8,90.6,1.787,Warning,317
SD-00540,CR-003,CMP-001,2026-09-07 08:54,86.56,1.81,30.5,44.2,176.1,1504.0,29.9,86.56,1.81,Warning,313
SD-00541,CR-003,CMP-001,2026-09-07 12:30,89.22,2.029,23.8,51.2,174.0,1507.6,29.5,89.22,2.029,Warning,310
SD-00542,CR-003,CMP-001,2026-09-07 16:06,90.16,1.746,28.6,42.4,178.6,1511.2,28.6,90.16,1.746,Warning,306
SD-00543,CR-003,CMP-001,2026-09-07 19:42,90.64,1.895,28.9,48.4,169.7,1514.8,26.6,90.64,1.895,Warning,303
SD-00544,CR-003,CMP-001,2026-09-07 23:18,91.81,1.93,27.4,48.1,169.6,1518.4,30.3,91.81,1.93,Warning,299
SD-00545,CR-003,CMP-001,2026-09-08 02:54,90.85,1.975,25.8,46.9,176.4,1522.0,29.3,90.85,1.975,Warning,296
SD-00546,CR-003,CMP-001,2026-09-08 06:30,89.17,1.755,30.2,50.2,169.5,1525.6,30.7,89.17,1.755,Warning,292
SD-00547,CR-003,CMP-001,2026-09-08 10:06,92.02,1.841,28.2,49.7,169.8,1529.2,28.1,92.02,1.841,Warning,289
SD-00548,CR-003,CMP-001,2026-09-08 13:42,85.46,1.905,24.1,52.5,173.0,1532.8,27.6,85.46,1.905,Warning,285
SD-00549,CR-003,CMP-001,2026-09-08 17:18,88.58,1.817,31.5,40.5,182.7,1536.4,28.7,88.58,1.817,Warning,282
SD-00550,CR-003,CMP-001,2026-09-08 20:54,87.51,1.759,32.2,45.2,168.1,1540.0,30.3,87.51,1.759,Warning,278
SD-00551,CR-003,CMP-001,2026-09-09 00:30,90.68,1.775,28.5,44.9,181.6,1543.6,30.1,90.68,1.775,High Risk,275
SD-00552,CR-003,CMP-001,2026-09-09 04:06,91.14,1.884,32.4,48.0,167.9,1547.2,28.9,91.14,1.884,High Risk,271
SD-00553,CR-003,CMP-001,2026-09-09 07:42,94.33,1.779,27.1,49.2,174.7,1550.8,26.0,94.33,1.779,High Risk,268
SD-00554,CR-003,CMP-001,2026-09-09 11:18,92.48,2.051,28.5,45.3,165.7,1554.4,28.5,92.48,2.051,High Risk,264
SD-00555,CR-003,CMP-001,2026-09-09 14:54,92.53,1.908,28.0,46.2,168.4,1558.0,29.7,92.53,1.908,High Risk,261
SD-00556,CR-003,CMP-001,2026-09-09 18:30,92.23,1.751,32.0,49.7,183.4,1561.6,25.3,92.23,1.751,High Risk,257
SD-00557,CR-003,CMP-001,2026-09-09 22:06,87.75,1.868,29.3,53.4,179.2,1565.2,27.5,87.75,1.868,High Risk,254
SD-00558,CR-003,CMP-001,2026-09-10 01:42,88.51,1.983,25.6,52.9,173.3,1568.8,31.2,88.51,1.983,High Risk,250
SD-00559,CR-003,CMP-001,2026-09-10 05:18,92.0,1.879,26.7,47.0,177.6,1572.4,28.2,92.0,1.879,High Risk,247
SD-00560,CR-003,CMP-001,2026-09-10 08:54,89.53,1.882,28.2,41.6,177.7,1576.0,26.0,89.53,1.882,High Risk,243
SD-00561,CR-003,CMP-001,2026-09-10 12:30,88.49,1.765,23.5,43.9,170.7,1579.6,31.9,88.49,1.765,High Risk,240
SD-00562,CR-003,CMP-001,2026-09-10 16:06,89.83,1.919,29.0,48.4,174.5,1583.2,25.6,89.83,1.919,High Risk,236
SD-00563,CR-003,CMP-001,2026-09-10 19:42,93.86,2.055,23.8,44.9,173.3,1586.8,26.1,93.86,2.055,High Risk,233
SD-00564,CR-003,CMP-001,2026-09-10 23:18,92.05,1.857,33.4,51.6,176.3,1590.4,30.1,92.05,1.857,High Risk,229
SD-00565,CR-003,CMP-001,2026-09-11 02:54,93.33,1.875,26.0,48.2,180.2,1594.0,28.3,93.33,1.875,High Risk,226
SD-00566,CR-003,CMP-001,2026-09-11 06:30,88.05,1.861,27.8,47.8,186.8,1597.6,25.2,88.05,1.861,High Risk,222
SD-00567,CR-003,CMP-001,2026-09-11 10:06,92.29,2.049,33.7,46.8,177.9,1601.2,29.1,92.29,2.049,High Risk,219
SD-00568,CR-003,CMP-001,2026-09-11 13:42,91.75,1.927,29.1,40.4,179.1,1604.8,28.3,91.75,1.927,High Risk,215
SD-00569,CR-003,CMP-001,2026-09-11 17:18,91.0,2.104,26.3,46.8,186.9,1608.4,26.3,91.0,2.104,High Risk,212
SD-00570,CR-003,CMP-001,2026-09-11 20:54,90.42,1.933,30.1,48.6,167.2,1612.0,26.9,90.42,1.933,High Risk,208
SD-00571,CR-003,CMP-001,2026-09-12 00:30,90.39,1.944,29.1,49.3,164.3,1615.6,30.1,90.39,1.944,High Risk,205
SD-00572,CR-003,CMP-001,2026-09-12 04:06,92.19,2.066,29.1,51.3,177.8,1619.2,30.7,92.19,2.066,High Risk,201
SD-00573,CR-003,CMP-001,2026-09-12 07:42,92.8,1.952,33.7,50.7,178.4,1622.8,25.4,92.8,1.952,High Risk,198
SD-00574,CR-003,CMP-001,2026-09-12 11:18,89.26,1.988,28.4,46.2,175.8,1626.4,31.2,89.26,1.988,High Risk,194
SD-00575,CR-003,CMP-001,2026-09-12 14:54,93.31,1.879,27.7,45.6,172.7,1630.0,27.2,93.31,1.879,High Risk,191
SD-00576,CR-003,CMP-001,2026-09-12 18:30,91.04,1.875,27.7,46.3,157.4,1633.6,32.1,91.04,1.875,High Risk,187
SD-00577,CR-003,CMP-001,2026-09-12 22:06,94.26,1.95,28.0,44.5,185.2,1637.2,31.8,94.26,1.95,High Risk,184
SD-00578,CR-003,CMP-001,2026-09-13 01:42,92.47,2.067,28.4,44.0,172.5,1640.8,28.3,92.47,2.067,High Risk,180
SD-00579,CR-003,CMP-001,2026-09-13 05:18,91.33,1.973,27.8,47.8,175.3,1644.4,25.9,91.33,1.973,High Risk,177
SD-00580,CR-003,CMP-001,2026-09-13 08:54,90.89,1.892,30.4,41.7,181.9,1648.0,30.8,90.89,1.892,High Risk,173
SD-00581,CR-003,CMP-001,2026-09-13 12:30,91.8,1.792,27.1,47.8,168.9,1651.6,27.0,91.8,1.792,High Risk,170
SD-00582,CR-003,CMP-001,2026-09-13 16:06,95.54,2.058,25.7,43.2,173.0,1655.2,27.6,95.54,2.058,High Risk,166
SD-00583,CR-003,CMP-001,2026-09-13 19:42,93.55,1.967,29.3,53.8,179.9,1658.8,27.9,93.55,1.967,High Risk,163
